"","suminc_before_application","default_option","quarter_ofyear","children","years_education","totweeksbenefits26","totincome26","age","benefits_wk13","location","female","partner","totweekswage26","benefits_wk26","searchperiod"
"306",43.823147,"normal",1,0,10,26,6730.0947,29,1,"Zuid/West",0,0,14,1,0
"307",0,"never",2,0,10,26,5452.2515,41,1,"Zuid/West",0,0,0,1,0
"308",13.102062,"never",3,0,15,26,7752.3066,47,1,"Zuid/West",1,0,0,1,0
"309",19.70462,"never",2,0,6,18,5948.8672,32,1,"Zuid/West",0,1,26,0,0
"310",65.27047,"normal",2,0,16.5,25,1011.8926,37,1,"Zuid/West",1,0,0,1,0
"311",1,"normal",2,0,16.5,16,3298.9868,28,1,"Zuid/West",0,0,0,0,1
"312",64.157516,"never",3,0,16.5,26,6169.4331,43,1,"Zuid/West",0,0,3,1,0
"313",30.52029,"never",3,0,13,26,7157.2183,31,1,"Zuid/West",1,0,0,1,0
"314",21.091717,"normal",4,0,6,0,8369.2656,51,0,"Centrum/Oost",0,0,26,0,1
"315",84.199997,"normal",2,0,15,3,11513.041,55,0,"Zuid/West",1,0,23,0,1
"316",29.734417,"normal",2,0,6,0,6473.7861,50,0,"Zuid/West",0,1,26,0,1
"317",53.03167,"normal",3,0,13,26,15622.612,31,1,"Zuid/West",0,0,0,1,1
"318",21.252031,"normal",2,0,10,0,7168.0825,53,0,"Zuid/West",1,0,26,0,1
"319",1.8097657,"normal",3,1,6,0,0,30,0,"Zuid/West",1,1,0,0,1
"320",5.2206397,"normal",1,0,13,20,5707.2134,32,1,"Nieuw-West",0,0,8,0,1
"321",1.15844825,"normal",2,0,10,26,5432.1343,55,1,"Nieuw-West",0,0,0,1,0
"322",26.477459,"normal",1,0,13,26,5447.7197,48,1,"Nieuw-West",1,0,0,1,1
"323",1,"normal",3,1,6,19,5748.6587,41,1,"Nieuw-West",0,1,0,0,1
"324",46.34584,"normal",3,0,NA,9,10741.879,29,0,"Nieuw-West",1,0,14,0,0
"325",1.52678996,"normal",4,0,NA,0,0,30,0,"Nieuw-West",0,0,0,0,1
"326",41.259319,"normal",2,0,6,3,5369.5796,39,0,"Nieuw-West",1,0,26,0,1
"327",42.497173,"normal",1,0,6,26,4194.2866,50,1,"Nieuw-West",0,1,26,1,0
"330",48.166637,"normal",2,0,16.5,14,8120.0723,41,1,"Nieuw-West",0,0,14,0,1
"331",24.009018,"normal",2,0,6,26,5578.0171,39,1,"Nieuw-West",1,0,0,1,0
"332",1,"normal",1,0,15,0,0,44,0,"Nieuw-West",0,0,0,0,1
"334",1,"normal",3,0,15,26,6174.5771,30,1,"Nieuw-West",1,0,0,1,1
"335",17.375292,"normal",1,0,6,0,5581.3447,42,0,"Nieuw-West",0,0,21,0,1
"336",60.997612,"normal",2,0,15,23,7532.3979,35,1,"Nieuw-West",1,0,0,1,1
"337",16.78112,"normal",3,0,6,22,4518.3535,30,1,"Nieuw-West",0,0,0,1,1
"338",83.281815,"normal",3,0,6,24,11566.971,47,1,"Nieuw-West",0,1,19,1,0
"339",36.587208,"normal",2,0,6,25,7993.7759,45,1,"Nieuw-West",0,1,0,1,0
"340",37.485374,"normal",2,0,NA,0,5682.0229,51,0,"Nieuw-West",1,0,18,0,1
"341",1.70418358,"normal",1,0,10,26,8346.5703,35,1,"Nieuw-West",1,1,0,1,0
"342",53.95834,"normal",2,0,16.5,0,15836.886,28,0,"Nieuw-West",0,0,24,0,1
"343",10.9149408,"normal",2,0,13,5,7941.1294,46,0,"Nieuw-West",0,0,21,0,1
"344",74.465546,"normal",4,0,11.5,26,5825.2485,48,1,"Nieuw-West",0,0,0,1,0
"346",42.275066,"normal",2,1,13,0,4739.1289,31,0,"Nieuw-West",1,0,0,0,1
"347",2.4836721,"normal",2,0,6,26,5426.6616,51,1,"Nieuw-West",1,0,0,1,0
"348",35.84549,"normal",3,0,11.5,26,6697.1313,36,1,"Nieuw-West",0,0,0,1,0
"349",56.22002,"normal",1,0,13,26,8928.9521,44,1,"Nieuw-West",1,0,11,1,0
"350",26.853577,"normal",3,0,13,0,8435.9434,44,0,"Nieuw-West",0,0,18,0,1
"351",24.357143,"normal",2,1,10,26,9319.4707,39,1,"Nieuw-West",1,1,0,1,1
"352",79.805801,"normal",3,0,6,26,7093.4072,40,1,"Nieuw-West",0,1,3,1,0
"353",3.7477987,"normal",1,0,15,3,9568.9297,53,0,"Nieuw-West",1,0,26,0,0
"354",1,"normal",3,0,13,26,4777.1323,31,1,"Nieuw-West",0,0,0,1,1
"355",50.35397,"normal",4,0,6,26,6152.9683,50,1,"Nieuw-West",0,0,6,1,1
"356",1,"normal",3,1,6,26,7730.3564,41,1,"Nieuw-West",0,1,0,1,1
"357",38.356628,"never",1,0,16.5,26,5897.7778,30,1,"Nieuw-West",1,0,2,1,0
"358",1,"normal",2,0,16.5,6,8791.0078,36,0,"Nieuw-West",1,0,12,0,0
"359",63.352432,"normal",2,0,13,20,4057.2117,36,1,"Nieuw-West",0,0,0,0,1
"360",4.7711499,"normal",1,0,13,26,4680.8184,32,1,"Nieuw-West",1,0,0,1,1
"361",24.660042,"never",1,0,13,25,5979.041,37,1,"Nieuw-West",0,0,4,0,0
"362",47.308788,"normal",2,0,11.5,11,9616.2549,32,0,"Nieuw-West",0,0,17,0,1
"363",1.67813611,"normal",2,0,10,17,2862.4036,30,1,"Nieuw-West",0,0,0,1,0
"364",45.047962,"never",1,0,6,7,7905.3442,39,0,"Nieuw-West",1,0,22,0,0
"365",9.710062,"never",1,0,6,26,5621.1299,37,1,"Nieuw-West",0,0,18,1,0
"366",27.004963,"normal",2,0,6,0,2222.6384,43,0,"Nieuw-West",0,0,15,0,1
"367",5.4166808,"normal",2,0,10,15,10683.03,33,0,"Nieuw-West",0,0,22,0,0
"368",19.506828,"never",1,0,10,23,6939.3809,37,1,"Nieuw-West",0,0,26,0,0
"369",41.861328,"normal",2,1,6,0,5830.9175,48,0,"Nieuw-West",1,0,26,0,0
"370",2.5770401,"normal",1,0,6,0,0,40,0,"Nieuw-West",0,0,0,0,1
"371",44.211498,"normal",2,0,6,2,9898.1309,39,0,"Nieuw-West",1,0,26,0,0
"372",36.040241,"normal",2,0,13,23,5799.332,41,1,"Zuid/West",0,0,0,1,0
"374",46.770317,"never",1,0,16.5,15,9303.165,33,1,"Zuid/West",0,0,12,0,0
"375",48.655109,"never",1,0,13,0,0,36,0,"Zuid/West",0,0,0,0,0
"376",0,"never",2,0,13,15,6595.3306,50,1,"Zuid/West",1,0,11,0,0
"377",58.482655,"never",1,0,10,26,4153.5879,47,1,"Zuid/West",0,0,15,1,0
"378",59.147232,"normal",3,1,11.5,25,3466.8843,51,1,"Zuid/West",1,0,0,1,0
"379",2.5219646,"normal",3,0,13,22,5838.3682,29,1,"Zuid/West",1,0,5,0,0
"380",67.128036,"normal",3,0,11.5,0,0,60,0,"Zuid/West",1,0,0,0,0
"381",31.443502,"never",2,0,16.5,26,5986.1289,36,1,"Zuid/West",0,0,12,1,0
"382",104.08075,"normal",3,0,11.5,15,10833.732,35,1,"Zuid/West",0,0,9,0,1
"383",88.005417,"never",1,0,16.5,12,5313.5957,28,0,"Zuid/West",1,0,13,0,0
"384",45.210712,"never",1,0,16.5,10,8266.7549,51,0,"Zuid/West",0,0,19,0,0
"385",17.970394,"normal",2,0,10,26,6421.7432,45,1,"Zuid/West",0,0,0,1,1
"386",40.064796,"normal",2,0,13,23,5768.3184,60,1,"Zuid/West",0,0,0,1,1
"387",0,"never",1,0,15,0,0,41,0,"Zuid/West",0,0,0,0,0
"388",30.002186,"normal",3,0,NA,0,0,29,0,"Zuid/West",1,0,0,0,1
"389",10.5402555,"normal",3,0,15,0,0,44,0,"Zuid/West",0,0,0,0,1
"390",1,"normal",3,0,15,26,3981.4258,45,1,"Zuid/West",0,0,0,1,1
"391",42.014946,"normal",4,0,16.5,6,3726.5859,32,0,"Zuid/West",0,0,26,0,1
"392",33.736546,"normal",3,0,11.5,0,0,30,0,"Zuid/West",0,0,0,0,1
"393",1,"normal",4,0,15,0,16596.418,48,0,"Zuid/West",0,0,24,0,1
"394",1.4120699,"never",2,1,16.5,26,6218.9644,57,1,"Zuid/West",0,0,0,1,0
"395",44.83416,"normal",3,0,13,0,0,38,0,"Zuid/West",0,0,0,0,1
"396",33.780464,"normal",4,0,15,6,7416.9355,45,0,"Zuid/West",1,0,23,0,1
"397",40.116356,"normal",3,0,11.5,0,268.65637,58,0,"Zuid/West",0,0,0,0,1
"399",6.9187379,"never",1,0,16.5,13,9597.9053,28,1,"Zuid/West",0,0,14,0,0
"400",26.032818,"normal",2,0,13,5,10424.723,39,0,"Zuid/West",0,0,19,0,0
"402",32.841133,"never",1,0,16.5,26,5816.1938,34,1,"Zuid/West",0,0,0,1,0
"403",40.534206,"normal",3,0,13,26,5458.0259,39,1,"Zuid/West",0,0,0,1,0
"404",51.413548,"normal",2,0,16.5,8,19248.309,43,0,"Zuid/West",0,0,22,0,1
"405",80.353279,"normal",2,0,16.5,26,5671.4526,31,1,"Zuid/West",0,0,0,1,0
"406",55.477142,"normal",2,0,15,15,0,50,1,"Zuid/West",0,0,0,0,0
"407",38.508698,"normal",2,0,11.5,23,7985.7373,28,1,"Zuid/West",1,0,26,1,0
"408",4.7153351,"normal",2,0,13,4,775.68927,36,0,"Zuid/West",0,0,8,0,0
"409",33.485584,"normal",2,0,6,3,398.7569,36,0,"Zuid/West",0,0,0,0,0
"410",1,"normal",1,0,15,14,9087.1055,39,1,"Zuid/West",0,0,21,0,0
"412",45.429089,"normal",1,0,13,23,8580.4717,38,1,"Nieuw-West",1,1,0,1,1
"413",64.697639,"normal",4,0,15,0,0,53,0,"Nieuw-West",0,0,0,0,1
"414",36.246155,"normal",3,0,16.5,0,5448.354,45,0,"Nieuw-West",1,0,26,0,1
"415",36.202385,"normal",1,0,13,26,5462.1494,34,1,"Nieuw-West",0,0,0,1,0
"416",39.478096,"normal",4,1,15,0,10163.359,33,0,"Nieuw-West",0,1,1,0,0
"417",22.541433,"never",2,0,15,26,6669.9321,33,1,"Nieuw-West",1,0,18,1,0
"418",1.19822541,"normal",4,0,NA,0,0,62,0,"Nieuw-West",0,0,0,0,0
"419",20.265404,"normal",1,0,10,6,4691.6479,28,0,"Nieuw-West",0,0,13,0,0
"420",2.3738579,"normal",1,0,15,0,2860.1306,40,0,"Nieuw-West",0,0,26,0,1
"421",5.0509677,"normal",4,0,6,0,0,43,0,"Nieuw-West",0,0,0,0,1
"422",10.8694105,"normal",3,0,10,11,8645.7646,33,0,"Nieuw-West",0,0,22,0,1
"423",5.5551419,"never",2,0,13,26,7266.854,34,1,"Nieuw-West",0,0,19,1,0
"424",31.609806,"normal",4,0,10,7,6300.6191,33,0,"Nieuw-West",0,1,24,0,1
"425",42.165417,"normal",4,0,6,26,8411.0156,49,1,"Nieuw-West",0,1,0,1,1
"426",31.220432,"normal",1,0,13,0,8365.6426,57,0,"Nieuw-West",1,0,1,0,0
"427",0.28681421,"normal",4,1,13,0,0,45,0,"Nieuw-West",0,1,0,0,1
"428",10.672352,"never",2,0,11.5,0,0,28,0,"Nieuw-West",0,0,0,0,0
"429",2.618052,"never",2,0,NA,26,8900.3252,52,1,"Nieuw-West",0,1,26,1,0
"430",30.989365,"normal",4,1,6,0,9493.5908,38,0,"Nieuw-West",1,0,26,0,0
"431",1.40011203,"normal",1,0,6,0,847.29608,42,0,"Nieuw-West",1,0,6,0,0
"432",28.734062,"normal",1,0,10,4,5215.5986,54,0,"Nieuw-West",0,0,26,0,0
"434",7.9200006,"never",2,0,6,26,7279.4536,31,1,"Nieuw-West",0,1,0,1,0
"435",66.497414,"never",2,0,10,0,12131.328,29,0,"Nieuw-West",0,0,0,0,0
"436",14.241074,"normal",4,0,11.5,7,1671.7651,34,0,"Nieuw-West",1,1,14,0,1
"437",20.850943,"normal",4,0,10,0,0,50,0,"Nieuw-West",0,0,0,0,1
"438",43.492962,"normal",4,0,13,0,10874.499,31,0,"Nieuw-West",1,0,24,0,1
"439",26.130394,"normal",4,1,6,26,1837.0284,37,1,"Nieuw-West",0,1,0,1,1
"440",23.518465,"never",1,0,10,26,4702.8872,58,1,"Nieuw-West",1,0,26,1,0
"442",2.666755,"normal",1,0,11.5,26,0,37,1,"Nieuw-West",0,1,0,1,0
"443",60.407288,"normal",4,0,NA,5,13675.241,32,0,"Nieuw-West",1,0,26,0,1
"444",4.7357299,"normal",4,0,10,0,844.29016,34,0,"Nieuw-West",1,1,12,0,1
"445",44.034782,"normal",4,1,10,0,9111.123,52,0,"Nieuw-West",0,1,26,0,1
"447",62.242241,"normal",4,0,13,0,0,58,0,"Nieuw-West",1,0,0,0,1
"448",8.1850667,"normal",3,1,6,0,2299.0461,40,0,"Nieuw-West",1,0,10,0,1
"449",18.420082,"normal",4,0,13,12,2537.906,40,0,"Nieuw-West",0,0,0,0,0
"450",96.724083,"never",3,0,16.5,24,6031.8394,32,1,"Zuid/West",0,0,0,1,0
"451",45.054821,"normal",3,0,15,18,4643.0884,40,1,"Zuid/West",0,0,0,0,0
"452",70.309288,"normal",4,0,15,26,6323.7974,40,1,"Zuid/West",0,0,0,1,0
"453",9.0159607,"never",2,0,11.5,26,8633.5127,28,1,"Zuid/West",0,0,15,1,0
"454",40.295071,"normal",3,0,6,24,5564.8457,29,1,"Zuid/West",0,0,0,1,1
"455",39.87347,"normal",3,0,13,23,5715.8813,36,1,"Zuid/West",0,0,0,1,1
"456",36.671734,"never",2,0,6,21,9562.6582,51,1,"Zuid/West",0,1,7,0,0
"457",46.680328,"never",4,0,13,5,3071.3418,30,0,"Zuid/West",1,0,7,0,1
"458",19.497944,"normal",2,0,10,16,6572.8369,32,1,"Zuid/West",1,0,26,0,0
"459",37.068504,"never",2,0,11.5,0,0,49,0,"Zuid/West",0,0,0,0,0
"460",11.817346,"normal",3,0,13,18,3301.7104,32,1,"Zuid/West",0,0,0,0,0
"461",38.253868,"never",4,0,16.5,21,7834.6938,38,1,"Zuid/West",1,0,9,0,0
"462",17.72266,"normal",2,0,15,0,8189.5078,29,0,"Zuid/West",1,0,26,0,1
"463",20.778971,"never",3,0,16.5,0,12533.509,42,0,"Zuid/West",0,0,26,0,1
"464",69.238426,"never",4,0,11.5,6,21696.498,36,0,"Zuid/West",0,0,24,0,0
"465",44.989113,"never",3,0,6,26,8501.1338,35,1,"Zuid/West",0,0,10,1,0
"467",19.36779,"never",3,0,16.5,26,5571.2876,34,1,"Zuid/West",0,0,0,1,0
"468",47.815853,"normal",1,0,10,1,11660.144,44,0,"Zuid/West",0,0,25,0,0
"469",45.112896,"never",2,0,15,0,9288.7188,33,0,"Zuid/West",0,0,22,0,0
"470",72.624565,"normal",4,0,13,2,4266.3447,33,0,"Zuid/West",1,0,8,0,0
"471",36.007835,"never",3,0,16.5,26,5283.21,52,1,"Zuid/West",1,0,0,1,0
"472",44.919331,"never",3,0,6,26,7206.0415,35,1,"Zuid/West",0,0,10,1,0
"473",22.163141,"normal",1,0,10,22,5101.1523,44,1,"Zuid/West",0,0,5,0,0
"474",37.680767,"normal",1,0,11.5,19,4758.3223,30,1,"Zuid/West",0,0,3,0,0
"475",1,"normal",4,0,11.5,26,5351.2266,48,1,"Nieuw-West",0,0,0,1,1
"476",15.117999,"normal",3,0,6,26,4719.1807,52,1,"Nieuw-West",0,0,15,1,1
"477",1.024366871,"normal",4,0,10,0,2388.7271,33,0,"Nieuw-West",0,0,21,0,1
"479",29.209501,"normal",4,0,13,0,0,28,0,"Nieuw-West",0,0,0,0,1
"480",11.569563,"normal",4,0,13,24,6660.8755,46,1,"Nieuw-West",1,0,18,1,1
"481",40.701771,"normal",3,0,11.5,6,10165.527,32,0,"Nieuw-West",1,0,22,0,1
"482",24.543325,"normal",1,0,10,8,11857.397,35,0,"Centrum/Oost",1,0,21,0,0
"483",38.460995,"normal",1,0,6,25,5119.5708,29,1,"Centrum/Oost",0,0,3,0,0
"484",57.226364,"normal",4,0,10,25,5804.0474,58,1,"Centrum/Oost",0,0,0,1,1
"485",4.3016784,"normal",1,0,15,0,1626.6583,28,0,"Centrum/Oost",0,0,20,0,0
"486",1.036309998,"normal",4,0,11.5,26,5591.9058,29,1,"Centrum/Oost",0,0,0,1,1
"487",22.337269,"normal",1,0,6,24,5214.2383,37,1,"Centrum/Oost",0,0,0,1,0
"488",39.554085,"normal",3,0,15,12,2922.2556,34,0,"Centrum/Oost",1,0,5,0,0
"489",36.744926,"normal",4,0,13,6,7486.8867,32,0,"Centrum/Oost",0,0,25,0,1
"490",47.332474,"normal",4,1,15,23,16324.513,48,1,"Centrum/Oost",1,0,26,1,1
"491",42.989773,"normal",4,0,10,4,8250.3809,55,0,"Centrum/Oost",0,0,24,0,0
"492",38.257236,"normal",4,0,11.5,26,5101.166,41,1,"Centrum/Oost",0,0,0,1,0
"493",43.293674,"normal",3,1,13,0,9820.3857,41,0,"Centrum/Oost",1,0,8,0,0
"494",28.658253,"normal",3,0,16.5,26,5575.4014,34,1,"Centrum/Oost",1,0,0,1,0
"495",20.950638,"normal",1,0,16.5,0,1358.4518,28,0,"Centrum/Oost",1,0,12,0,0
"496",6.5387883,"normal",1,0,6,26,7946.4971,46,1,"Centrum/Oost",0,1,2,1,0
"497",27.841764,"normal",4,0,10,26,6272.4331,38,1,"Centrum/Oost",1,0,4,1,1
"498",9.6754827,"normal",4,1,11.5,26,1764.3969,48,1,"Centrum/Oost",0,1,0,1,1
"499",47.435169,"normal",1,0,15,26,4777.5957,29,1,"Centrum/Oost",0,0,0,1,1
"500",35.287384,"normal",4,0,11.5,0,667.87207,53,0,"Centrum/Oost",0,0,4,0,1
"501",24.218952,"normal",4,0,11.5,0,5360.312,45,0,"Centrum/Oost",1,0,26,0,1
"502",37.004848,"normal",4,1,13,26,6992.582,39,1,"Centrum/Oost",1,0,26,1,1
"504",12.859923,"normal",3,0,15,21,5437.9487,39,1,"Centrum/Oost",0,0,3,1,0
"505",14.496288,"normal",4,0,16.5,26,8257.1953,28,1,"Centrum/Oost",0,0,3,1,1
"506",41.013226,"normal",1,0,15,26,5754.1118,42,1,"Centrum/Oost",0,0,24,1,0
"507",1,"normal",4,0,6,26,5398.5425,44,1,"Centrum/Oost",0,0,0,1,1
"508",20.704914,"never",4,0,10,10,7585.7651,28,0,"Zuid/West",0,0,18,0,0
"509",0,"never",2,1,15,26,6856.6807,30,1,"Zuid/West",1,0,5,1,0
"510",19.753311,"never",2,0,11.5,26,7142.1387,43,1,"Zuid/West",1,0,14,1,1
"511",37.523586,"never",1,0,11.5,23,7028.7021,40,1,"Zuid/West",0,0,24,0,1
"512",4.9734702,"normal",3,0,10,26,4777.0981,45,1,"Zuid/West",0,0,0,1,1
"513",16.768366,"never",2,0,15,7,12839.632,39,0,"Zuid/West",1,0,23,0,0
"514",44.602699,"never",2,1,13,0,8828.8262,53,0,"Zuid/West",0,0,2,0,0
"515",41.881313,"normal",3,0,13,25,7577.8218,33,1,"Zuid/West",0,0,26,1,1
"516",75.926277,"normal",2,0,15,0,3053.8394,35,0,"Zuid/West",0,0,5,0,1
"517",6.2596726,"never",2,0,15,26,5601.8267,55,1,"Zuid/West",0,0,0,1,0
"518",37.933979,"never",2,0,10,23,8706.9199,39,1,"Zuid/West",0,1,0,1,0
"519",47.038319,"never",1,0,13,19,6756.8193,29,1,"Zuid/West",1,0,9,0,0
"520",20.319628,"never",2,0,15,7,4723.7227,36,0,"Zuid/West",0,0,5,0,0
"521",72.845894,"normal",2,0,15,4,16594.693,29,0,"Zuid/West",0,0,22,0,0
"522",36.874588,"never",1,0,6,26,5049.2544,46,1,"Zuid/West",0,0,14,1,0
"523",43.988922,"normal",2,0,11.5,21,6598.4614,47,1,"Zuid/West",1,0,9,0,0
"524",18.646603,"never",1,0,15,0,7920.8159,40,0,"Zuid/West",0,1,23,0,0
"525",49.813927,"normal",2,0,16.5,22,5435.0146,29,1,"Zuid/West",1,0,5,0,0
"526",16.029196,"never",1,0,6,26,5661.4712,37,1,"Zuid/West",0,0,0,1,0
"527",1,"normal",2,0,13,26,16641.67,30,1,"Zuid/West",0,0,0,1,0
"528",37.47031,"never",4,0,15,12,9391.9004,33,0,"Nieuw-West",0,0,17,0,0
"529",0,"never",1,0,10,26,4678.6489,53,1,"Zuid/West",0,0,0,1,0
"530",7.1779809,"never",4,0,15,25,5268.8384,31,1,"Zuid/West",0,0,0,1,0
"531",48.473942,"normal",2,0,16.5,17,7389.0562,29,1,"Zuid/West",1,0,9,0,1
"533",26.42178,"normal",2,0,11.5,10,7622.146,42,0,"Zuid/West",1,0,26,0,1
"534",32.568073,"never",2,0,11.5,23,7003.6533,46,1,"Zuid/West",0,0,4,0,0
"535",52.791298,"never",2,0,10,0,12682.396,36,0,"Zuid/West",0,0,26,0,0
"536",38.449615,"normal",3,0,15,26,5413.2856,46,1,"Zuidoost",0,0,0,1,0
"537",21.461809,"normal",3,0,16.5,0,4625.832,33,0,"Zuidoost",1,0,26,0,1
"538",51.44101,"normal",4,0,15,26,5323.4482,40,1,"Zuidoost",0,0,3,1,0
"539",28.651136,"normal",3,0,6,0,1248.3729,51,0,"Zuidoost",0,0,14,0,1
"540",24.124836,"normal",4,1,6,24,7443.3477,32,1,"Zuidoost",0,1,0,0,0
"541",34.090214,"never",1,1,10,26,7124.1372,35,1,"Zuid/West",1,0,1,1,0
"542",55.902004,"never",1,1,10,0,18292.416,46,0,"Zuid/West",1,0,19,0,0
"543",14.879148,"normal",3,0,13,26,7211.7383,39,1,"Centrum/Oost",0,0,26,1,0
"544",18.573551,"normal",4,0,13,11,7425.6953,31,1,"Centrum/Oost",1,0,16,0,1
"545",48.237125,"normal",1,0,16.5,24,7072.4023,54,1,"Centrum/Oost",0,0,0,1,0
"546",15.500584,"normal",1,0,10,24,5045.8628,37,1,"Centrum/Oost",0,0,0,0,0
"547",4.3345802,"normal",4,0,13,0,2463.5684,46,0,"Centrum/Oost",0,0,9,0,1
"548",29.086197,"normal",1,0,6,26,4035.2778,43,1,"Centrum/Oost",0,0,26,1,0
"549",40.610161,"normal",3,0,15,24,8471.8086,53,1,"Centrum/Oost",1,0,26,1,1
"550",2.4545183,"normal",4,0,16.5,9,8765.9688,29,0,"Centrum/Oost",1,0,26,0,1
"551",42.63261,"normal",2,0,10,17,7992.0952,53,1,"Centrum/Oost",0,0,26,0,0
"552",1,"normal",3,0,15,26,5423.0103,52,1,"Centrum/Oost",0,0,0,1,0
"553",1,"normal",3,0,15,23,5157.7998,28,1,"Centrum/Oost",1,0,7,0,1
"554",43.304222,"normal",3,0,13,0,4637.186,52,0,"Centrum/Oost",0,0,16,0,0
"555",25.053045,"normal",4,0,13,26,6768.3872,50,1,"Centrum/Oost",0,0,5,1,0
"556",60.958317,"normal",2,0,15,0,6698.02,35,0,"Centrum/Oost",0,0,14,0,1
"558",1,"normal",4,0,10,26,5380.9546,38,1,"Centrum/Oost",0,0,0,1,0
"559",51.942604,"normal",3,0,13,26,5923.4668,51,1,"Centrum/Oost",0,0,0,1,1
"560",22.92737,"normal",3,0,6,26,4646.2681,29,1,"Centrum/Oost",0,0,0,1,0
"561",1,"normal",2,1,6,26,3726.5391,34,1,"Centrum/Oost",0,1,0,1,1
"562",27.816832,"normal",2,0,16.5,26,5441.5708,52,1,"Centrum/Oost",0,0,0,1,1
"563",38.034847,"normal",4,0,11.5,26,4626.5767,38,1,"Centrum/Oost",0,0,0,1,1
"564",10.6539145,"normal",3,1,16.5,11,2968.905,34,0,"Centrum/Oost",0,1,12,0,1
"565",17.590076,"normal",1,0,16.5,26,5566.9839,49,1,"Centrum/Oost",0,0,0,1,1
"567",28.359859,"normal",1,1,13,26,20.644562,28,1,"Centrum/Oost",1,1,0,1,1
"568",18.820635,"normal",2,0,11.5,26,5430.0601,30,1,"Centrum/Oost",0,0,0,1,0
"570",1.24313796,"normal",4,0,11.5,26,7522.6616,51,1,"Centrum/Oost",0,0,7,1,1
"571",1,"normal",4,0,10,22,4320.521,51,1,"Centrum/Oost",1,0,0,1,1
"572",40.838902,"normal",4,0,10,26,125.26358,35,1,"Centrum/Oost",0,1,1,1,1
"573",13.891478,"normal",2,0,13,1,11589.189,31,0,"Centrum/Oost",1,0,26,0,0
"574",20.370468,"normal",4,0,15,11,6820.3667,29,0,"Centrum/Oost",0,0,15,0,1
"575",39.266525,"normal",3,0,16.5,8,11355.441,34,0,"Centrum/Oost",0,0,23,0,1
"576",33.753544,"normal",2,0,10,6,9695.4023,49,0,"Centrum/Oost",1,0,19,0,1
"577",47.49921,"normal",3,0,13,12,9566.8604,42,1,"Centrum/Oost",0,0,10,0,0
"578",30.546738,"normal",4,1,13,24,6401.438,42,1,"Centrum/Oost",1,0,0,1,1
"579",1,"normal",2,0,16.5,26,5804.8403,42,1,"Centrum/Oost",0,0,5,1,1
"580",29.840157,"normal",1,0,13,0,9076.2393,28,0,"Centrum/Oost",0,0,26,0,1
"581",1,"normal",3,1,11.5,23,5589.8853,53,1,"Centrum/Oost",0,0,0,0,0
"582",4.5816238,"normal",3,0,13,21,4388.251,28,1,"Centrum/Oost",1,0,0,0,0
"583",60.142437,"normal",3,0,15,0,5815.7798,36,0,"Centrum/Oost",1,0,9,0,1
"584",57.98151,"normal",3,0,13,26,5790.8306,44,1,"Centrum/Oost",0,0,6,1,1
"585",15.18801,"normal",3,0,16.5,26,5407.7036,31,1,"Centrum/Oost",1,0,0,1,0
"586",1.79999995,"normal",1,0,15,0,765.87732,46,0,"Centrum/Oost",0,0,5,0,1
"587",1,"normal",3,1,11.5,26,5365.3608,46,1,"Centrum/Oost",0,1,0,1,0
"588",35.87059,"normal",2,0,16.5,0,1421.9838,42,0,"Centrum/Oost",0,0,0,0,0
"589",51.537052,"normal",4,1,13,20,14984.377,37,1,"Centrum/Oost",1,0,7,0,0
"590",1,"normal",3,0,15,26,5546.8906,31,1,"Centrum/Oost",0,0,0,1,1
"591",10.0395985,"normal",4,0,16.5,0,9518.8379,32,0,"Centrum/Oost",0,0,24,0,1
"593",15.027781,"normal",2,0,6,14,8516.3027,47,1,"Centrum/Oost",0,0,12,0,0
"594",4.0002348,"normal",2,0,16.5,18,3800.3813,40,1,"Centrum/Oost",0,0,0,0,1
"595",35.742966,"normal",2,0,11.5,26,6507.6909,43,1,"Centrum/Oost",0,0,13,1,0
"596",11.505232,"normal",1,0,11.5,6,5402.251,42,0,"Centrum/Oost",0,0,23,0,1
"597",56.013302,"normal",3,0,6,26,4883.1709,46,1,"Centrum/Oost",0,0,17,1,1
"598",15.506303,"normal",4,0,16.5,26,5592.4106,30,1,"Centrum/Oost",0,0,0,1,1
"599",43.145809,"normal",1,0,13,5,8150.7744,40,0,"Centrum/Oost",0,0,24,0,1
"600",16.447042,"normal",2,0,10,26,4777.3862,44,1,"Zuidoost",1,0,0,1,0
"601",32.771425,"normal",4,0,6,26,5528.375,30,1,"Zuidoost",0,0,19,1,1
"602",22.149565,"normal",4,0,13,25,5450.4756,29,1,"Zuidoost",1,0,1,0,1
"603",50.650341,"normal",2,0,15,10,8746.6943,40,0,"Zuidoost",0,0,22,1,0
"604",15.564731,"normal",4,1,6,26,6947.1284,45,1,"Zuidoost",1,0,0,1,0
"605",48.730068,"normal",4,0,15,26,4657.4917,55,1,"Zuidoost",0,0,0,1,1
"606",2.5227715,"normal",2,0,10,17,5226.438,28,1,"Zuidoost",1,0,4,0,0
"607",1,"normal",3,0,15,24,4186.3418,32,1,"Zuidoost",0,0,21,1,1
"608",17.790749,"normal",3,0,6,0,1259.9249,56,0,"Zuidoost",0,0,5,0,1
"609",1,"normal",4,0,10,0,1763.0985,33,0,"Zuidoost",0,0,7,0,1
"610",30.682652,"normal",2,0,13,26,4803.8921,33,1,"Zuidoost",0,0,1,1,1
